2.283327142728504289e-03,7.479360018636195886e-03,1.655007753544633642e-02,3.130289461986948685e-02,5.035713880051481683e-02,6.754846381222677498e-02,7.778142756964050164e-02,9.654630080428945604e-02,1.007413897514656265e-01,9.481717830821245752e-02,1.006820015804920365e-01,1.018596413416177487e-01,9.869945859301741675e-02,1.069912592285633540e-01,1.201543758991135274e-01
3.063502875610646880e-04,2.425184619097542696e-03,2.551950722741474619e-03,3.943693186756832940e-03,4.288038712842253200e-03,4.297549028263917582e-03,5.001605651146132786e-03,5.081759216195410461e-03,3.849117468701120006e-03,4.975912173155366651e-03,4.951275978286304169e-03,6.548845579215724182e-03,7.844033928396290656e-03,9.078446644096157050e-03,7.663865244757587201e-03
4.470677611252597632e-04,4.781884502105032057e-04,5.717994818918996532e-04,5.313294342221690529e-04,5.844137333149228807e-04,5.418115290329304258e-04,5.446795322186097398e-04,5.678138606236345521e-04,5.219649677988441898e-04,5.453083623641370595e-04,5.030060112266018573e-04,6.091171537737871634e-04,5.294344761345766035e-04,5.396529437394219537e-04,6.272607037577212965e-04
4.687051647501988679e-04,8.150327705316425453e-04,1.557294148445960251e-03,1.899349119542018908e-03,1.405443527051921347e-03,1.525593707153102135e-03,1.551520998589359015e-03,1.311046089196542036e-03,1.467542813740134585e-03,1.270358892816912276e-03,1.515343761501516734e-03,1.339216671219807878e-03,1.272642345175889651e-03,1.351349558526559157e-03,1.361126612859412137e-03
4.778650058432193067e-04,9.835265510547389241e-04,3.000168502591616434e-03,3.391587329840856611e-03,2.356602721776207120e-03,1.696518745587697425e-03,2.553822505120646996e-03,2.881679492501836460e-03,2.583653790232713892e-03,2.434199882357637214e-03,2.776689040385325446e-03,2.529183705526887298e-03,2.378554779667154794e-03,2.666977488583402965e-03,2.606750660668373867e-03
4.172689332717061084e-04,1.058470168273615468e-03,2.267329524382785243e-03,2.242495665294437761e-03,3.524972936844446552e-03,2.453101154641820249e-03,2.261604375090129054e-03,1.824696040937912782e-03,2.974983949108351861e-03,3.102566775515016965e-03,3.294276933945543360e-03,4.187603947646478461e-03,3.946844979341336893e-03,3.508530096488899925e-03,3.131691494802777993e-03
4.277009287784637394e-04,1.207816811082362309e-03,2.580534409273348064e-03,3.245186125113412850e-03,1.914439165148473006e-03,2.281817347214446651e-03,2.325898326804155640e-03,4.337355793042753198e-03,2.231427358704216306e-03,5.461934892754921958e-03,3.567815887596653517e-03,4.935438270227418024e-03,5.389075982564753634e-03,2.965169305768364759e-03,3.011272740059976576e-03
5.253747821174390657e-04,1.185240941783874576e-03,2.900880036518183654e-03,3.289415103759546054e-03,3.242472626597852747e-03,3.214682680192872902e-03,2.850190118697813139e-03,3.695388258196193130e-03,2.897683787905560096e-03,3.123917242673461981e-03,2.278782093801529508e-03,2.727759743132029176e-03,2.566834719991751591e-03,2.914480557256185315e-03,2.080426427588050707e-03
3.858289339343876231e-04,1.000034551154630087e-03,2.275595567735159714e-03,3.147633631761746591e-03,2.227996588370682353e-03,5.131020479328209094e-03,4.150081283672484717e-03,3.456604962631915426e-03,5.072542312021852129e-03,5.719214238280158000e-03,3.585154008653583177e-03,2.711047038048048068e-03,4.216517325762613420e-03,3.494357458821316029e-03,2.294839019600085350e-03
2.848984935584315467e-04,1.316130522622295474e-03,2.096985711248925636e-03,2.533931357138193268e-03,1.547140968868763447e-03,2.161899244700317847e-03,3.593179092688330266e-03,2.673895149882810074e-03,4.047377192219151626e-03,4.682645507357335000e-03,4.769507577155981948e-03,3.704499891331074907e-03,4.206115920704391921e-03,6.212583583308652069e-03,2.980676884553835372e-03
4.281692896531714022e-04,1.118008181840516799e-03,1.751443417553306698e-03,2.972674958241326802e-03,3.379702374232471020e-03,2.642140098193040791e-03,4.795777235194079689e-03,2.814488785649907083e-03,4.619125113675777959e-03,5.048307133711969590e-03,4.634444797715286772e-03,4.598525268521684063e-03,4.507922766499498565e-03,4.558131736234254106e-03,6.169048130021935819e-03
3.891086802346349930e-04,1.299451049511722491e-03,2.883974581914308059e-03,2.760248987711946388e-03,2.892260077822035938e-03,2.216935422316552128e-03,6.159928178755510672e-03,2.599034999143097317e-03,3.400408835827760465e-03,6.018358680327818080e-03,3.742501604942883187e-03,5.523342379168783706e-03,6.848429561988964541e-03,3.236012911679799712e-03,7.757263746903280029e-03
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
