0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.063502875610646880e-04,2.425184619097542696e-03,2.551950722741474619e-03,3.943693186756832940e-03,4.288038712842253200e-03,4.297549028263917582e-03,5.001605651146132786e-03,5.081759216195410461e-03,3.849117468701120006e-03,4.975912173155366651e-03,4.951275978286304169e-03,6.548845579215724182e-03,7.844033928396290656e-03,9.078446644096157050e-03,7.663865244757587201e-03
4.470677611252597632e-04,4.781884502105032057e-04,5.717994818918996532e-04,5.313294342221690529e-04,5.844137333149228807e-04,5.418115290329304258e-04,5.446795322186097398e-04,5.678138606236345521e-04,5.219649677988441898e-04,5.453083623641370595e-04,5.030060112266018573e-04,6.091171537737871634e-04,5.294344761345766035e-04,5.396529437394219537e-04,6.272607037577212965e-04
4.687051647501988679e-04,8.150327705316425453e-04,1.557294148445960251e-03,1.899349119542018908e-03,1.405443527051921347e-03,1.525593707153102135e-03,1.551520998589359015e-03,1.311046089196542036e-03,1.467542813740134585e-03,1.270358892816912276e-03,1.515343761501516734e-03,1.339216671219807878e-03,1.272642345175889651e-03,1.351349558526559157e-03,1.361126612859412137e-03
4.778650058432193067e-04,9.835265510547389241e-04,3.000168502591616434e-03,3.391587329840856611e-03,2.356602721776207120e-03,1.696518745587697425e-03,2.553822505120646996e-03,2.881679492501836460e-03,2.583653790232713892e-03,2.434199882357637214e-03,2.776689040385325446e-03,2.529183705526887298e-03,2.378554779667154794e-03,2.666977488583402965e-03,2.606750660668373867e-03
4.172689332717061084e-04,1.058470168273615468e-03,2.267329524382785243e-03,2.242495665294437761e-03,3.524972936844446552e-03,2.453101154641820249e-03,2.261604375090129054e-03,1.824696040937912782e-03,2.974983949108351861e-03,3.102566775515016965e-03,3.294276933945543360e-03,4.187603947646478461e-03,3.946844979341336893e-03,3.508530096488899925e-03,3.131691494802777993e-03
4.277009287784637394e-04,1.207816811082362309e-03,2.580534409273348064e-03,3.245186125113412850e-03,1.914439165148473006e-03,2.281817347214446651e-03,2.325898326804155640e-03,4.337355793042753198e-03,2.231427358704216306e-03,5.461934892754921958e-03,3.567815887596653517e-03,4.935438270227418024e-03,5.389075982564753634e-03,2.965169305768364759e-03,3.011272740059976576e-03
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
